,Unnamed: 0,ST_CODE,State_name,Month,Year,PC_Number,PC_name,PC_Type,MP_Name,Sex,Category,Age,Party,Total_voters,Total_Electors,POLL_PERCENTAGE,lat,long,color
162,162,S11,Kerala,5,2014,12,Ernakulam,GEN,PROF. K.V. THOMAS,M,GEN,67,INC,850910,1156492,73.58,9.9870993,76.34310135,black
163,163,S11,Kerala,5,2014,13,Idukki,GEN,ADV.JOICE GEORGE,M,GEN,44,IND,820267,1158735,70.79,9.8497872,76.9797914,palevioletred
164,164,S11,Kerala,5,2014,14,Kottayam,GEN,JOSE K. MANI,M,GEN,49,KEC(M),832421,1161465,71.67,9.5916046,76.5221304,salmon
165,165,S11,Kerala,5,2014,15,Alappuzha,GEN,K C VENUGOPAL,M,GEN,51,INC,998656,1271324,78.55,9.46214385,76.28423693,black
166,166,S11,Kerala,5,2014,16,Mavelikkara ,SC,KODIKUNNIL SURESH,M,SC,52,INC,889269,1252668,70.99,9.2504893,76.5402433,black
167,167,S11,Kerala,5,2014,17,Pathanamthitta,GEN,ANTO ANTONY,M,GEN,57,INC,871251,1323906,65.81,9.2655337,76.7871514,black
168,168,S11,Kerala,5,2014,18,Kollam,GEN,N.K.PREMACHANDRAN,M,GEN,53,RSP,879228,1219415,72.1,8.8870537,76.5907058,sandybrown
169,169,S11,Kerala,5,2014,19,Attingal,GEN,DR.A .SAMPATH,M,GEN,51,CPM,859365,1251398,68.67,8.6960538,76.814869,rosybrown
170,170,S11,Kerala,5,2014,20,Thiruvananthapuram,GEN,DR. SHASHI THAROOR,M,GEN,58,INC,873462,1272748,68.63,8.5058909,76.9570481,black
171,171,S12,Madhya Pradesh,5,2014,1,MORENA,GEN,ANOOP MISHRA,M,GEN,57,BJP,854281,1702457,50.18,26.166667,77.5,orange
172,172,S12,Madhya Pradesh,5,2014,2,BHIND,SC,DR. BHAGIRATH PRASAD,M,SC,66,BJP,729367,1600137,45.58,26.5,78.75,orange
173,173,S12,Madhya Pradesh,5,2014,3,GWALIOR,GEN,NARENDRA SINGH TOMAR,M,GEN,56,BJP,991071,1876965,52.8,26.2037247,78.1573628,orange
174,174,S12,Madhya Pradesh,5,2014,4,GUNA,GEN,JYOTIRADITYA M SCINDIA,M,GEN,42,INC,977619,1605613,60.89,24.5,77.5,black
175,175,S12,Madhya Pradesh,5,2014,5,SAGAR,GEN,LAXMI NARAYAN YADAV,M,GEN,73,BJP,892000,1520322,58.67,23.8417793,78.7466817,orange
176,176,S12,Madhya Pradesh,5,2014,6,TIKAMGARH,SC,DR. VIRENDRA KUMAR,M,SC,60,BJP,766878,1528863,50.16,24.75,79,orange
177,177,S12,Madhya Pradesh,5,2014,7,DAMOH,GEN,PRAHALAD SINGH PATEL,M,GEN,54,BJP,913868,1651614,55.33,23.75,79.583333,orange
178,178,S12,Madhya Pradesh,5,2014,8,KHAJURAHO,GEN,NAGENDRA SINGH,M,GEN,72,BJP,874531,1702833,51.36,24.8515132,79.9259786,orange
179,179,S12,Madhya Pradesh,5,2014,9,SATNA,GEN,GANESH SINGH,M,GEN,51,BJP,913451,1458381,62.63,24.5,81,orange
180,180,S12,Madhya Pradesh,5,2014,10,REWA,GEN,JANARDAN MISHRA,M,GEN,58,BJP,830192,1544719,53.74,24.75,81.5,orange
181,181,S12,Madhya Pradesh,5,2014,11,SIDHI,GEN,RITI PATHAK,F,GEN,36,BJP,989576,1736048,57,24.25,82,orange
182,182,S12,Madhya Pradesh,5,2014,12,SHAHDOL,ST,DALPAT SINGH PARASTE,M,ST,61,BJP,969116,1561016,62.08,23.5,81.5,orange
183,183,S12,Madhya Pradesh,5,2014,13,JABALPUR,GEN,RAKESH SINGH,M,GEN,53,BJP,1002210,1711621,58.55,23.1608938,79.9497702,orange
184,184,S12,Madhya Pradesh,5,2014,14,MANDLA,ST,FAGGAN SINGH KULASTE,M,ST,54,BJP,1218661,1824702,66.79,22.5986352,80.3713545,orange
185,185,S12,Madhya Pradesh,5,2014,15,BALAGHAT,GEN,BODHSINGH BHAGAT,M,GEN,58,BJP,1113381,1629741,68.32,21.8133417,80.1916685,orange
186,186,S12,Madhya Pradesh,5,2014,16,CHHINDWARA,GEN,KAMAL NATH,M,GEN,67,INC,1107631,1402038,79,22.116667,78.8,black
187,187,S12,Madhya Pradesh,5,2014,17,HOSHANGABAD,GEN,UDAY PRATAP SINGH,M,GEN,49,BJP,1031823,1568206,65.8,22.6503147,77.7509281,orange
188,188,S12,Madhya Pradesh,5,2014,18,VIDISHA,GEN,SUSHMA SWARAJ,F,GEN,62,BJP,1073781,1634039,65.71,23.916667,78,orange
189,189,S12,Madhya Pradesh,5,2014,19,BHOPAL,GEN,ALOK SANJAR,M,GEN,50,BJP,1130281,1957241,57.75,23.2530923,77.3962718,orange
190,190,S12,Madhya Pradesh,5,2014,20,RAJGARH,GEN,RODMAL NAGAR,M,GEN,53,BJP,1010811,1578757,64.03,23.833333,76.75,orange
191,191,S12,Madhya Pradesh,5,2014,21,DEWAS,SC,MANOHAR UNTWAL,M,SC,47,BJP,1144151,1617111,70.75,23,76.166667,orange
192,192,S12,Madhya Pradesh,5,2014,22,UJJAIN,SC,PROF. CHINTAMANI MALVIYA,M,SC,44,BJP,1016415,1525481,66.63,23.174597,75.7851423,orange
193,193,S12,Madhya Pradesh,5,2014,24,RATLAM,ST,DILEEPSINGH BHURIA,M,ST,68,BJP,1083131,1702576,63.62,23.583333,75.166667,orange
194,194,S12,Madhya Pradesh,5,2014,25,DHAR,ST,SAVITRI THAKUR,F,ST,35,BJP,1077052,1668441,64.55,22.5,75.25,orange
195,195,S12,Madhya Pradesh,5,2014,26,INDORE,GEN,SUMITRA MAHAJAN (TAI),F,GEN,70,BJP,1317016,2115303,62.26,22.7203851,75.8682103,orange
196,196,S12,Madhya Pradesh,5,2014,27,KHARGONE,ST,SUBHASH PATEL,M,ST,36,BJP,1152674,1703272,67.67,21.8187743,75.6064577,orange
197,197,S12,Madhya Pradesh,5,2014,28,KHANDWA,GEN,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),M,GEN,55,BJP,1257711,1759417,71.48,21.8205346,76.3568299,orange
198,198,S12,Madhya Pradesh,5,2014,29,BETUL,ST,JYOTI DHURVE,F,ST,47,BJP,1047827,1607831,65.17,21.833333,77.833333,orange
199,199,S13,Maharashtra,5,2014,1,Nandurbar ,ST,DR.GAVIT HEENA VIJAYKUMAR,F,ST,26,BJP,1117024,1672943,66.77,21.363778,74.2411418,orange
200,200,S13,Maharashtra,5,2014,2,Dhule,GEN,DR. BHAMRE SUBHASH RAMRAO,M,GEN,61,BJP,983116,1675367,58.68,20.898,74.7732,orange
201,201,S13,Maharashtra,5,2014,3,Jalgaon,GEN,A.T. NANA PATIL,M,GEN,52,BJP,990604,1707969,58,21.0137606,75.5627048,orange
202,202,S13,Maharashtra,5,2014,4,Raver,GEN,KHADASE RAKSHA NIKHIL,F,GEN,26,BJP,1011417,1593389,63.48,21.2469,76.036,orange
203,203,S13,Maharashtra,5,2014,5,Buldhana,GEN,JADHAV PRATAPRAO GANPATRAO,M,GEN,53,SHS,978876,1595435,61.35,20.583333,76.416667,seagreen
204,204,S13,Maharashtra,5,2014,6,Akola,GEN,DHOTRE SANJAY SHAMRAO,M,GEN,55,BJP,978630,1672643,58.51,20.76697255,77.25412753,orange
205,205,S13,Maharashtra,5,2014,7,Amravati ,SC,ADSUL ANANDRAO VITHOBA,M,SC,66,SHS,1004542,1612739,62.29,21.0857492,77.666978,seagreen
206,206,S13,Maharashtra,5,2014,8,Wardha,GEN,RAMDAS CHANDRABHANJI TADAS,M,GEN,62,BJP,1013608,1564552,64.79,20.4355888,78.6463504,orange
207,207,S13,Maharashtra,5,2014,9,Ramtek ,SC,KRUPAL BALAJI TUMANE,M,SC,48,SHS,1050640,1677266,62.64,21.3957522,79.3257474,seagreen
208,208,S13,Maharashtra,5,2014,10,Nagpur ,GEN,GADKARI NITIN JAIRAM,M,GEN,56,BJP,1085765,1900784,57.12,21.1500964,79.0127049,orange
209,209,S13,Maharashtra,5,2014,13,Chandrapur,GEN,AHIR HANSRAJ GANGARAM,M,GEN,59,BJP,1109888,1753690,63.29,20,80,orange
210,210,S13,Maharashtra,5,2014,14,Yavatmal-Washim,GEN,GAWALI BHAVANA PUNDLIKRAO,F,GEN,41,SHS,1033402,1755292,58.87,20.1028999,77.1480619,seagreen
211,211,S13,Maharashtra,5,2014,15,Hingoli ,GEN,RAJEEV SHANKARRAO SATAV,M,GEN,39,INC,1051477,1586194,66.29,19.536427,77.21804148,black
212,212,S13,Maharashtra,5,2014,16,Nanded,GEN,ASHOK SHANKARRAO CHAVAN,M,GEN,55,INC,1014020,1687057,60.11,18.916667,77.5,black
213,213,S13,Maharashtra,5,2014,17,Parbhani,GEN,JADHAV SANJAY (BANDU) HARIBHAU,M,GEN,47,SHS,1162371,1803792,64.44,19.262469,76.7718,seagreen
214,214,S13,Maharashtra,5,2014,18,Jalna,GEN,DANVE RAOSAHEB DADARAO,M,GEN,60,BJP,1066375,1612056,66.15,19.96549,75.82704636,orange
215,215,S13,Maharashtra,5,2014,19,Aurangabad,GEN,CHANDRAKANT BHAURAO KHAIRE,M,GEN,62,SHS,983057,1589395,61.85,24.75,84.5,seagreen
216,216,S13,Maharashtra,5,2014,20,Dindori ,ST,CHAVAN HARISHCHANDRA DEORAM,M,ST,62,BJP,970316,1530208,63.41,22.9446796,81.0774969,orange
217,217,S13,Maharashtra,5,2014,21,Nashik,GEN,GODSE HEMANT TUKARAM,M,GEN,43,SHS,937600,1593774,58.83,20.216667,74.083333,seagreen
218,218,S13,Maharashtra,5,2014,22,Palghar ,ST,ADV. CHINTAMAN NAVASHA WANGA,M,ST,63,BJP,992770,1578149,62.91,19.6978751,72.7686942,orange
219,219,S13,Maharashtra,5,2014,23,Bhiwandi,GEN,KAPIL MORESHWAR PATIL,M,GEN,53,BJP,875814,1696584,51.62,19.3025562,73.0588072,orange
220,220,S13,Maharashtra,5,2014,24,Kalyan,GEN,DR.SHRIKANT EKNATH SHINDE,M,GEN,27,SHS,825414,1922034,42.94,19.2431167,73.14030654,seagreen
221,221,S13,Maharashtra,5,2014,25,Thane,GEN,VICHARE RAJAN BABURAO,M,GEN,52,SHS,1054575,2073251,50.87,19.1943294,72.9701779,seagreen
222,222,S13,Maharashtra,5,2014,26,Mumbai North,GEN,GOPAL CHINAYYA SHETTY,M,GEN,60,BJP,946717,1783870,53.07,18.9387711,72.8353355,orange
223,223,S13,Maharashtra,5,2014,27,Mumbai North West,GEN,GAJANAN CHANDRAKANT KIRTIKAR,M,GEN,70,SHS,897871,1775416,50.57,18.9387711,72.8353355,seagreen
224,224,S13,Maharashtra,5,2014,28,Mumbai North East,GEN,KIRIT  SOMAIYA,M,GEN,60,BJP,862522,1668357,51.7,18.9387711,72.8353355,orange
225,225,S13,Maharashtra,5,2014,29,Mumbai North central,GEN,POONAM MAHAJAN ALIAS POONAM VAJENDLA RAO,F,GEN,33,BJP,845455,1737084,48.67,18.9387711,72.8353355,orange
